Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Bowler,Runs,Extra Runs,Bowler Extra Runs,Extra,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,8,3,44,C Walia,Patrick Harland,6,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:40:13.073,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,53,0,1,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,2,No,1,18,37,1,1,1,6.56,7.23,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,8,4,45,C Walia,Patrick Harland,6,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:40:42.913,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,59,0,1,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,19,43,1,1,1,7.23,7.87,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,8,5,46,C Walia,Patrick Harland,6,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:41:23.57,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,65,0,1,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,20,49,1,1,1,7.87,8.48,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,8,6,47,C Walia,Patrick Harland,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:42:11.573,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,69,0,1,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,5,No,1,21,53,1,1,1,8.48,8.81,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,8,7,48,C Walia,Patrick Harland,0,0,0,,,,,,,,,,,,,Retired - Not Out,C Walia,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:50:23.967,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,69,0,1,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,6,No,1,22,53,1,1,1,8.81,8.63,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,1,49,B Malhutra,Jayesh Manwani,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:52:43.36,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,H Kitchen,69,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,1,No,1,27,15,1,1,1,8.63,8.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,2,50,B Malhutra,Jayesh Manwani,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:53:00.86,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,H Kitchen,73,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,2,No,1,28,19,1,1,1,8.45,8.76,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,3,51,B Malhutra,Jayesh Manwani,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:53:02.153,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,H Kitchen,77,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,29,23,1,1,1,8.76,9.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,4,52,B Malhutra,Jayesh Manwani,0,1,1,No Ball,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:53:02.27,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,H Kitchen,78,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,No,4,No,1,30,23,1,1,1,9.06,9.18,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,5,52,B Malhutra,Jayesh Manwani,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:53:11.633,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,H Kitchen,82,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,31,27,1,1,1,9.18,9.46,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,6,53,B Malhutra,Jayesh Manwani,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:53:11.897,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,H Kitchen,83,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,5,No,1,32,28,1,1,1,9.46,9.40,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,7,54,H Kitchen,Jayesh Manwani,1,1,1,No Ball,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:53:15.413,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,B Malhutra,85,0,3,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,No,6,No,1,1,1,1,1,9,9.40,9.62,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,9,8,54,B Malhutra,Jayesh Manwani,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:57:56.4,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,H Kitchen,85,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,6,No,1,33,28,1,1,1,9.62,9.44,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,1,55,H Kitchen,Patrick Harland,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:58:20.54,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,85,0,3,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,1,No,1,2,1,1,2,9,9.44,9.27,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,2,56,H Kitchen,Patrick Harland,1,1,1,No Ball,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:58:27.223,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,87,0,3,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,No,2,No,1,3,2,1,2,9,9.27,9.49,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,3,56,B Malhutra,Patrick Harland,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:59:38.863,0,Harwell International CC Friendly XI,Bat,Dish,H Kitchen,91,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,2,No,1,34,32,1,2,1,9.49,9.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,4,57,B Malhutra,Patrick Harland,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:59:43.64,0,Harwell International CC Friendly XI,Bat,Dish,H Kitchen,95,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,3,No,1,35,36,1,2,1,9.75,10.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,5,58,B Malhutra,Patrick Harland,1,1,1,No Ball,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:59:43.857,0,Harwell International CC Friendly XI,Bat,Dish,H Kitchen,97,0,2,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,No,4,No,1,36,37,1,2,1,10.00,10.21,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,6,58,H Kitchen,Patrick Harland,0,0,0,,,,,,,,,,,,,"LBW,Retired - Not Out","H Kitchen,B Malhutra",,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 17:59:59.55,0,Harwell International CC Friendly XI,Bat,Dish,B Malhutra,97,1,3,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,4,No,1,4,2,1,2,9,10.21,10.03,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,7,59,j Jerry,Patrick Harland,0,1,1,No Ball,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 18:01:24.347,0,Harwell International CC Friendly XI,Bat,Dish,S Switala,98,1,4,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,No,5,No,2,1,0,1,2,10,10.03,10.14,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,8,59,j Jerry,Patrick Harland,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 18:01:47.483,0,Harwell International CC Friendly XI,Bat,Dish,S Switala,98,1,4,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,5,No,2,2,0,1,2,10,10.14,9.97,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,10,9,60,j Jerry,Patrick Harland,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 18:02:03.277,0,Harwell International CC Friendly XI,Bat,Dish,S Switala,98,1,4,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,6,No,2,3,0,1,2,10,9.97,9.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,11,1,61,j Jerry,Jayesh Manwani,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 18:02:31.367,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,S Switala,99,1,4,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,1,No,2,4,1,1,2,10,9.80,9.74,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,11,2,62,S Switala,Jayesh Manwani,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 18:03:16.71,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,j Jerry,99,1,5,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,2,No,2,1,0,1,2,11,9.74,9.58,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,11,3,63,S Switala,Jayesh Manwani,2,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 18:03:28.28,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,j Jerry,101,1,5,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,3,No,2,2,2,1,2,11,9.58,9.62,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwell International CC Friendly XI v Holton & Wheatley CC Friendly XI,12/05/2024,14:00,2,11,4,64,S Switala,Jayesh Manwani,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240512 18:03:53.08,0,Harwell International CC Friendly XI,Bat,Thomson Avenue,j Jerry,102,1,5,,1,1,,,Holton & Wheatley CC Friendly XI won by 9 wickets,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Holton & Wheatley CC Friendly XI,Harwell International CC Friendly XI,Harwell,stephen.boag@gmail.com,,,,,,,Yes,4,No,2,3,3,1,2,11,9.62,9.56,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,1,1,1,James Goldsby-West,Elliot Derby,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 17:57:39.317,0,Steventon CC Midweek XI,Bowl,North,Paul Eccleston,0,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,1,No,1,1,0,1,1,1,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,1,2,2,James Goldsby-West,Elliot Derby,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 17:58:31.577,0,Steventon CC Midweek XI,Bowl,North,Paul Eccleston,0,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,2,No,1,2,0,1,1,1,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,1,3,3,James Goldsby-West,Elliot Derby,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 17:58:55.09,0,Steventon CC Midweek XI,Bowl,North,Paul Eccleston,0,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,3,No,1,3,0,1,1,1,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,1,4,4,James Goldsby-West,Elliot Derby,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 17:59:21.003,0,Steventon CC Midweek XI,Bowl,North,Paul Eccleston,0,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,4,No,1,4,0,1,1,1,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,1,5,5,James Goldsby-West,Elliot Derby,2,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 17:59:43.8,0,Steventon CC Midweek XI,Bowl,North,Paul Eccleston,2,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,5,No,1,5,2,1,1,1,0.00,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,1,6,6,James Goldsby-West,Elliot Derby,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 18:00:11.707,0,Steventon CC Midweek XI,Bowl,North,Paul Eccleston,2,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,6,No,1,6,2,1,1,1,2.40,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,2,1,7,Paul Eccleston,Paul Tolley,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 18:00:43.63,0,Steventon CC Midweek XI,Bowl,South,James Goldsby-West,2,0,2,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,1,No,1,1,0,1,1,2,2.00,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,2,2,8,Paul Eccleston,Paul Tolley,0,3,3,Wide,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 18:02:59.957,0,Steventon CC Midweek XI,Bowl,South,James Goldsby-West,5,0,2,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,2,No,1,1,0,1,1,2,1.71,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,2,3,9,James Goldsby-West,Paul Tolley,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 18:03:01.9,0,Steventon CC Midweek XI,Bowl,South,Paul Eccleston,5,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,3,No,1,7,2,1,1,1,3.75,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,2,4,10,James Goldsby-West,Paul Tolley,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 18:03:04.517,0,Steventon CC Midweek XI,Bowl,South,Paul Eccleston,6,0,1,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,4,No,1,8,3,1,1,1,3.33,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steventon CC Midweek XI v Harwell International CC Midweek XI,15/05/2024,18:00,1,2,5,11,Paul Eccleston,Paul Tolley,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240515 18:03:28.443,0,Steventon CC Midweek XI,Bowl,South,James Goldsby-West,6,0,2,,1,1,,Ian Royle,Harwell International CC Midweek XI won by 4 runs,Harwell International CC Midweek XI,Steventon CC Midweek XI,Harwell International CC Midweek XI,Steventon CC Midweek XI,Steventon CC,rebeccalake369@hotmail.co.uk,,,,,,,Yes,5,No,1,2,0,1,1,2,3.60,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
